2000,1,1,https://www.tribuneindia.com/2000/20000101/
2000,1,2,https://www.tribuneindia.com/2000/20000102/
2000,1,3,https://www.tribuneindia.com/2000/20000103/
2000,1,4,https://www.tribuneindia.com/2000/20000104/
2000,1,5,https://www.tribuneindia.com/2000/20000105/
2000,1,6,https://www.tribuneindia.com/2000/20000106/
2000,1,7,https://www.tribuneindia.com/2000/20000107/
2000,1,8,https://www.tribuneindia.com/2000/20000108/
2000,1,9,https://www.tribuneindia.com/2000/20000109/
2000,1,10,https://www.tribuneindia.com/2000/20000110/
2000,1,11,https://www.tribuneindia.com/2000/20000111/
2000,1,12,https://www.tribuneindia.com/2000/20000112/
2000,1,13,https://www.tribuneindia.com/2000/20000113/
2000,1,14,https://www.tribuneindia.com/2000/20000114/
2000,1,15,https://www.tribuneindia.com/2000/20000115/
2000,1,16,https://www.tribuneindia.com/2000/20000116/
2000,1,17,https://www.tribuneindia.com/2000/20000117/
2000,1,18,https://www.tribuneindia.com/2000/20000118/
2000,1,19,https://www.tribuneindia.com/2000/20000119/
2000,1,20,https://www.tribuneindia.com/2000/20000120/
2000,1,21,https://www.tribuneindia.com/2000/20000121/
2000,1,22,https://www.tribuneindia.com/2000/20000122/
2000,1,23,https://www.tribuneindia.com/2000/20000123/
2000,1,24,https://www.tribuneindia.com/2000/20000124/
2000,1,25,https://www.tribuneindia.com/2000/20000125/
2000,1,26,https://www.tribuneindia.com/2000/20000126/
2000,1,27,https://www.tribuneindia.com/2000/20000127/
2000,1,28,https://www.tribuneindia.com/2000/20000128/
2000,1,29,https://www.tribuneindia.com/2000/20000129/
2000,1,30,https://www.tribuneindia.com/2000/20000130/
2000,1,31,https://www.tribuneindia.com/2000/20000131/
2000,2,1,https://www.tribuneindia.com/2000/20000201/
2000,2,2,https://www.tribuneindia.com/2000/20000202/
2000,2,3,https://www.tribuneindia.com/2000/20000203/
2000,2,4,https://www.tribuneindia.com/2000/20000204/
2000,2,5,https://www.tribuneindia.com/2000/20000205/
2000,2,6,https://www.tribuneindia.com/2000/20000206/
2000,2,7,https://www.tribuneindia.com/2000/20000207/
2000,2,8,https://www.tribuneindia.com/2000/20000208/
2000,2,9,https://www.tribuneindia.com/2000/20000209/
2000,2,10,https://www.tribuneindia.com/2000/20000210/
2000,2,11,https://www.tribuneindia.com/2000/20000211/
2000,2,12,https://www.tribuneindia.com/2000/20000212/
2000,2,13,https://www.tribuneindia.com/2000/20000213/
2000,2,14,https://www.tribuneindia.com/2000/20000214/
2000,2,15,https://www.tribuneindia.com/2000/20000215/
2000,2,16,https://www.tribuneindia.com/2000/20000216/
2000,2,17,https://www.tribuneindia.com/2000/20000217/
2000,2,18,https://www.tribuneindia.com/2000/20000218/
2000,2,19,https://www.tribuneindia.com/2000/20000219/
2000,2,20,https://www.tribuneindia.com/2000/20000220/
2000,2,21,https://www.tribuneindia.com/2000/20000221/
2000,2,22,https://www.tribuneindia.com/2000/20000222/
2000,2,23,https://www.tribuneindia.com/2000/20000223/
2000,2,24,https://www.tribuneindia.com/2000/20000224/
2000,2,25,https://www.tribuneindia.com/2000/20000225/
2000,2,26,https://www.tribuneindia.com/2000/20000226/
2000,2,27,https://www.tribuneindia.com/2000/20000227/
2000,2,28,https://www.tribuneindia.com/2000/20000228/
2000,2,29,https://www.tribuneindia.com/2000/20000229/
2000,3,1,https://www.tribuneindia.com/2000/20000301/
2000,3,2,https://www.tribuneindia.com/2000/20000302/
2000,3,3,https://www.tribuneindia.com/2000/20000303/
2000,3,4,https://www.tribuneindia.com/2000/20000304/
2000,3,5,https://www.tribuneindia.com/2000/20000305/
2000,3,6,https://www.tribuneindia.com/2000/20000306/
2000,3,7,https://www.tribuneindia.com/2000/20000307/
2000,3,8,https://www.tribuneindia.com/2000/20000308/
2000,3,9,https://www.tribuneindia.com/2000/20000309/
2000,3,10,https://www.tribuneindia.com/2000/20000310/
2000,3,11,https://www.tribuneindia.com/2000/20000311/
2000,3,12,https://www.tribuneindia.com/2000/20000312/
2000,3,13,https://www.tribuneindia.com/2000/20000313/
2000,3,14,https://www.tribuneindia.com/2000/20000314/
2000,3,15,https://www.tribuneindia.com/2000/20000315/
2000,3,16,https://www.tribuneindia.com/2000/20000316/
2000,3,17,https://www.tribuneindia.com/2000/20000317/
2000,3,18,https://www.tribuneindia.com/2000/20000318/
2000,3,19,https://www.tribuneindia.com/2000/20000319/
2000,3,20,https://www.tribuneindia.com/2000/20000320/
2000,3,21,https://www.tribuneindia.com/2000/20000321/
2000,3,22,https://www.tribuneindia.com/2000/20000322/
2000,3,23,https://www.tribuneindia.com/2000/20000323/
2000,3,24,https://www.tribuneindia.com/2000/20000324/
2000,3,25,https://www.tribuneindia.com/2000/20000325/
2000,3,26,https://www.tribuneindia.com/2000/20000326/
2000,3,27,https://www.tribuneindia.com/2000/20000327/
2000,3,28,https://www.tribuneindia.com/2000/20000328/
2000,3,29,https://www.tribuneindia.com/2000/20000329/
2000,3,30,https://www.tribuneindia.com/2000/20000330/
2000,3,31,https://www.tribuneindia.com/2000/20000331/
2000,4,1,https://www.tribuneindia.com/2000/20000401/
2000,4,2,https://www.tribuneindia.com/2000/20000402/
2000,4,3,https://www.tribuneindia.com/2000/20000403/
2000,4,4,https://www.tribuneindia.com/2000/20000404/
2000,4,5,https://www.tribuneindia.com/2000/20000405/
2000,4,6,https://www.tribuneindia.com/2000/20000406/
2000,4,7,https://www.tribuneindia.com/2000/20000407/
2000,4,8,https://www.tribuneindia.com/2000/20000408/
2000,4,9,https://www.tribuneindia.com/2000/20000409/
2000,4,10,https://www.tribuneindia.com/2000/20000410/
2000,4,11,https://www.tribuneindia.com/2000/20000411/
2000,4,12,https://www.tribuneindia.com/2000/20000412/
2000,4,13,https://www.tribuneindia.com/2000/20000413/
2000,4,14,https://www.tribuneindia.com/2000/20000414/
2000,4,15,https://www.tribuneindia.com/2000/20000415/
2000,4,16,https://www.tribuneindia.com/2000/20000416/
2000,4,17,https://www.tribuneindia.com/2000/20000417/
2000,4,18,https://www.tribuneindia.com/2000/20000418/
2000,4,19,https://www.tribuneindia.com/2000/20000419/
2000,4,20,https://www.tribuneindia.com/2000/20000420/
2000,4,21,https://www.tribuneindia.com/2000/20000421/
2000,4,22,https://www.tribuneindia.com/2000/20000422/
2000,4,23,https://www.tribuneindia.com/2000/20000423/
2000,4,24,https://www.tribuneindia.com/2000/20000424/
2000,4,25,https://www.tribuneindia.com/2000/20000425/
2000,4,26,https://www.tribuneindia.com/2000/20000426/
2000,4,27,https://www.tribuneindia.com/2000/20000427/
2000,4,28,https://www.tribuneindia.com/2000/20000428/
2000,4,29,https://www.tribuneindia.com/2000/20000429/
2000,4,30,https://www.tribuneindia.com/2000/20000430/
2000,5,1,https://www.tribuneindia.com/2000/20000501/
2000,5,2,https://www.tribuneindia.com/2000/20000502/
2000,5,3,https://www.tribuneindia.com/2000/20000503/
2000,5,4,https://www.tribuneindia.com/2000/20000504/
2000,5,5,https://www.tribuneindia.com/2000/20000505/
2000,5,6,https://www.tribuneindia.com/2000/20000506/
2000,5,7,https://www.tribuneindia.com/2000/20000507/
2000,5,8,https://www.tribuneindia.com/2000/20000508/
2000,5,9,https://www.tribuneindia.com/2000/20000509/
2000,5,10,https://www.tribuneindia.com/2000/20000510/
2000,5,11,https://www.tribuneindia.com/2000/20000511/
2000,5,12,https://www.tribuneindia.com/2000/20000512/
2000,5,13,https://www.tribuneindia.com/2000/20000513/
2000,5,14,https://www.tribuneindia.com/2000/20000514/
2000,5,15,https://www.tribuneindia.com/2000/20000515/
2000,5,16,https://www.tribuneindia.com/2000/20000516/
2000,5,17,https://www.tribuneindia.com/2000/20000517/
2000,5,18,https://www.tribuneindia.com/2000/20000518/
2000,5,19,https://www.tribuneindia.com/2000/20000519/
2000,5,20,https://www.tribuneindia.com/2000/20000520/
